size, bimodal, words only, image only
8,2.99E-06,2.82E-06,1.05E-05
40,3.29E-06,3.31E-06,3.26E-05
72,4.21E-06,4.27E-06,0.000752061842492
104,3.34E-06,3.31E-06,3.23E-06
136,3.36E-06,3.26E-06,7.95E-05
168,3.32E-06,3.40E-06,3.23E-06
200,2.91E-06,2.90E-06,0.000254606126746
232,4.27E-06,4.16E-06,4.19E-06
264,3.32E-06,3.26E-06,3.42E-06
296,3.03E-06,3.08E-06,0.000143676826525
